0,0,0,0,0,0,0,0,0,0,1,0,0,0.234043,0.2879,0.81,0
0,0,0,0,0,0,0,0,0.0434783,0,1,0,0,0.212766,0.2727,0.8,0
0,0,0,0,0,0,0,0,0.0869565,0,1,0,0,0.212766,0.2727,0.8,0
0,0,0,0,0,0,0,0,0.130435,0,1,0,0,0.234043,0.2879,0.75,0
0,0,0,0,0,0,0,0,0.173913,0,1,0,0,0.234043,0.2879,0.75,0
0,0,0,0,0,0,0,0,0.26087,0,1,0,0,0.212766,0.2727,0.8,0
0,0,0,0,0,0,0,0,0.304348,0,1,0,0,0.191489,0.2576,0.86,0
0,0,0,0,0,0,0,0,0.347826,0,1,0,0,0.234043,0.2879,0.75,0
0,0,0,0,0,0,0,0,0.391304,0,1,0,0,0.319149,0.3485,0.76,0
0,0,0,0,0,0,0,0,0.434783,0,1,0,0,0.382979,0.3939,0.76,0.298225
0,0,0,0,0,0,0,0,0.521739,0,1,0,0,0.425532,0.4242,0.77,0.333373
0,0,0,0,0,0,0,0,0.565217,0,1,0,0.333333,0.468085,0.4545,0.72,0.350888
0,0,0,0,0,0,0,0,0.608696,0,1,0,0.333333,0.468085,0.4545,0.72,0.333373
0,0,0,0,0,0,0,0,0.652174,0,1,0,0.333333,0.446809,0.4394,0.77,0.350888
0,0,0,0,0,0,0,0,0.695652,0,1,0,0.333333,0.425532,0.4242,0.82,0.350888
0,0,0,0,0,0,0,0,0.782609,0,1,0,0.666667,0.425532,0.4242,0.88,0.298225
0,0,0,0,0,0,0,0,0.826087,0,1,0,0.666667,0.425532,0.4242,0.88,0.298225
0,0,0,0,0,0,0,0,0.869565,0,1,0,0.333333,0.404255,0.4091,0.87,0.298225
0,0,0,0,0,0,0,0,0.913043,0,1,0,0.333333,0.404255,0.4091,0.87,0.228047
0,0,0,0,0,0,0,0,0.956522,0,1,0,0.333333,0.404255,0.4091,0.94,0.263195
0,0,0,0,0.0333333,0,0,0,0,0,0,0,0.333333,0.468085,0.4545,0.88,0.350888
0,0,0,0,0.0333333,0,0,0,0.0434783,0,0,0,0.333333,0.446809,0.4394,0.94,0.298225
0,0,0,0,0.0333333,0,0,0,0.0869565,0,0,0,0.333333,0.425532,0.4242,1,0.333373
0,0,0,0,0.0333333,0,0,0,0.130435,0,0,0,0.333333,0.468085,0.4545,0.94,0.228047
0,0,0,0,0.0333333,0,0,0,0.173913,0,0,0,0.333333,0.468085,0.4545,0.94,0.228047
0,0,0,0,0.0333333,0,0,0,0.304348,0,0,0,0.333333,0.404255,0.4091,0.76,0.228047
0,0,0,0,0.0333333,0,0,0,0.347826,0,0,0,0.666667,0.404255,0.4091,0.71,0.263195
0,0,0,0,0.0333333,0,0,0,0.391304,0,0,0,0.333333,0.382979,0.3939,0.76,0.263195
0,0,0,0,0.0333333,0,0,0,0.434783,0,0,0,0.333333,0.361702,0.3485,0.81,0.263195
0,0,0,0,0.0333333,0,0,0,0.478261,0,0,0,0.333333,0.361702,0.3333,0.71,0.298225
0,0,0,0,0.0333333,0,0,0,0.565217,0,0,0,0.333333,0.361702,0.3485,0.66,0.15787
0,0,0,0,0.0333333,0,0,0,0.608696,0,0,0,0.666667,0.361702,0.3485,0.76,0.228047
0,0,0,0,0.0333333,0,0,0,0.652174,0,0,0,0.666667,0.340426,0.3333,0.81,0.193018
